ID,IDADE,SALARIO_ANUAL,SITUCAO_MORADIA,ANOS_EMPREGO,MOTIVO_EMPRESTIMO,RANKING_EMPRESTIMO,VALOR_SOLICITADO,TAXA_DE_JURO,RISCO_INADIMP,EMP_VS_RENDA,HISTORICO_INADIMP,ANOS_DE_CREDITO
0gqwGrwc-IyHNTm2z8gZF-jfThuzw976hT-HNpP,35,126000,Alugada,19,Educativo,D,10000,16.29,0,0.08,N,5
0Gs3vgRu-if2J2Led8OUc-Kvm11JHD7aTr-Kj0T,35,30000,Hipotecada,2,Educativo,A,3300,5.99,0,0.11,N,6
0gsWPdzk-dnkojRjlyNbD-AsTRz6YXQZvM-7cRw,23,120000,Hipotecada,7,Empreendimento,B,4400,11.71,0,0.04,N,3
0GtJIxEv-rkD0gLrB6BKM-myJ7LfrDXMc6-vPss,28,28800,Alugada,1,Empreendimento,B,12250,10.59,1,0.43,N,9
0gXaKyOO-ckdFpGs5ySOL-WFIpv0BaIqrq-yjOK,24,95000,Alugada,8,Pessoal,D,17200,17.58,0,0.18,N,3
0gxaRH6F-iXMkAMMxxARC-KriBoljkJilJ-7B6B,32,125000,Hipotecada,4,Educativo,A,9000,6.62,0,0.07,N,10
0GXxpU0Y-l1QAMMfNP05M-wUlLSd2vbkcT-9RtL,30,60000,Hipotecada,8,Médico,C,7400,13.11,0,0.12,N,8
0GZvrlej-NeJjf1iUo5bw-ZhfIKjPm1FWp-0DTM,23,33996,Alugada,0,Pessoal,D,5000,14.84,1,0.15,S,2
0gZZxMzh-oHxiDJLfWhg4-RlQRthCpllSx-Z4dL,25,145000,Hipotecada,7,Médico,A,12000,5.79,0,0.08,N,2
0H3THHdF-3WvbEcxS7pae-YOOKIQu4G9fA-Jqbj,22,58000,Própria,6,Médico,B,20000,11.99,0,0.34,N,4
0h3YKjo9-g4sdULMD5d54-q0zUxW4dT0Wb-QfqW,28,45996,Alugada,0,Médico,D,11000,14.74,1,0.24,S,7
0h9XLFLa-eOOff0R2n0yN-6ayYiL4nPq7n-55n1,27,80000,Hipotecada,11,Pessoal,A,8500,6.03,0,0.11,N,6
0hACAp0I-MKIErKAW9anJ-mcl9ZqJBFUFU-6Lza,48,41500,Alugada,3,Médico,A,5000,7.29,0,0.12,N,16
0HBMYFf4-aEkq4TD3AB67-wdtvYnisGrik-kXTR,22,100000,Alugada,3,Médico,A,1200,8.59,0,0.01,N,2
0HFNNp4I-Ts5DvRyXXUan-vEBuu2v1xgp1-GSwv,22,40800,Alugada,5,Médico,A,2000,6.62,0,0.05,N,2
0HiGe0re-juhcj5tYwuEh-tBBSzes83SlP-5Eor,26,100000,Alugada,0,"Pagamento de débitos",C,15000,14.26,0,0.15,S,2
0hKE8Jlk-q1KXoxHGkDSv-55MC4SEHd9RI-1OZ6,27,157500,Própria,6,Médico,C,25000,12.87,0,0.16,S,6
0hM1SHZE-HDJbrmi3b8Cj-Y0kutD9W6tFO-Aw1X,33,38000,Hipotecada,0,Educativo,C,2500,13.22,0,0.07,N,6
0hM96PJM-U8OUxDXuB9th-K6WLCaoptF5w-QX26,26,51000,Hipotecada,3,"Pagamento de débitos",A,12000,7.29,0,0.24,N,4
0HN03dqk-bfjw2Ek93ECi-YEeX9Poo9Atl-w5es,25,23000,Alugada,0,Educativo,C,2100,13.48,0,0.09,S,4
0hqoeREn-Ct7Ob3GHJ40x-SmezwwFKBzED-FlQv,39,36000,Hipotecada,1,Pessoal,A,7125,7.9,0,0.2,N,12
0Hv9qXRD-PLdlmOufQPfq-0AdxxhRX1ldA-KLbI,44,102000,Alugada,9,Médico,A,15000,8.94,0,0.15,N,12
0i0scds2-5Yeg2IjvN3iU-svJDGHCU6xg0-hnC6,21,40000,Alugada,4,Empreendimento,A,5000,5.79,0,0.13,N,2
0i5DjPLz-9FDprBCsjxwS-rXZEFmac2KHa-d5bH,38,90000,Alugada,2,Médico,A,5000,8.49,0,0.06,N,15
0I88yHdn-CPCS5pDZPzEo-pfDmol6PYUbl-a2BJ,31,78000,Alugada,1,"Pagamento de débitos",A,14000,9.63,0,0.18,N,9
0IBHY6Xq-cW9J3gLLnu7J-3OgKzbPPt3Mc-Adky,38,30000,Hipotecada,8,"Melhora do lar",C,10000,11.22,0,0.33,S,14
0ihN5WNO-61h1An0gi1LC-PTA8WS80t1OW-0oce,26,18000,Alugada,2,Educativo,D,2000,13.3,1,0.11,N,2
0iJGg5ez-3rD87ItXN04R-DfnuKb7AM3IN-gulz,24,80000,Hipotecada,8,Pessoal,C,12000,13.48,0,0.15,S,4
0IjGjQkf-eFzaoeyp9jci-enaaxmmlp2C3-LcQz,26,85000,Hipotecada,0,Médico,A,11600,5.42,0,0.14,N,4
0iMvkW41-Cm0Cyc75f1wC-eWJAzNf9gHHG-0NiO,29,140000,Alugada,3,Pessoal,B,20000,10,0,0.14,N,9
0Ipsza4I-OkCR7DrBZO97-tQq9MzMUBGoe-XBQR,26,63000,Alugada,10,"Melhora do lar",A,3600,6.76,0,0.06,N,4
0iWHNf4m-gmiTl5lTROjW-d4IqkNKAvMpe-zQM9,25,35000,Alugada,4,Empreendimento,A,4000,7.51,0,0.11,N,4
0ixc1vFl-C5Tu2rUyzQ9N-zOHwaSDEBExT-frSG,23,55000,Alugada,4,Educativo,B,8000,9.25,0,0.15,N,2
0IXeH294-6BJvT3X69NA5-Nn46pvClCbNh-Qe8O,31,85000,Outros,4,"Melhora do lar",B,16000,11.89,0,0.19,N,10
0IxvhZey-zQKg9sO6741n-MEFZJI8gWw9t-DJj9,22,51000,Hipotecada,3,Educativo,B,15200,10.99,0,0.3,N,4
0IYfXjyz-S3v1PcooF6pt-ZzDTKfXQcrA7-HUoW,22,38000,Hipotecada,4,Médico,A,1950,7.37,0,0.05,N,3
0IYUC4h2-cCGO2Eq0Uq9T-MDT6NpBwHcUi-xIr7,23,99670,Hipotecada,2,Pessoal,D,5500,14.74,0,0.06,N,4
0IZwKgxj-pK05vGNTxrvb-1Kso59f2ibRC-H2Pn,23,35808,Hipotecada,3,Educativo,A,8700,7.51,0,0.24,N,2
0J6t3PXt-STYFkHABmPqS-49xxk5f5Plvo-4hiT,31,86500,Própria,0,Empreendimento,C,25000,13.57,0,0.29,N,9
0jlAqbaW-cBzIWn7Hwhsg-bvWYzGn3YRRj-NFob,25,70000,Hipotecada,4,Pessoal,C,15000,13.16,1,0.21,S,3
0JS1jHs6-CP6wvRedwCdf-eS5RBzICfPnL-81N6,23,97000,Hipotecada,8,Pessoal,E,4000,16.32,0,0.04,S,3
0jscRezL-FCj409PgOrKA-3WkLAnFFWhep-KNzv,22,48000,Hipotecada,6,Educativo,A,9925,9.63,0,0.21,N,2
0jsMIyUX-sUmmeSkbjg8X-9ff0OcZxFznd-4st0,23,25000,Alugada,1,Educativo,B,5000,10.99,0,0.2,N,4
0jul5o77-n0z1NgouRzp3-LtcwLks8G7Na-gFma,21,25200,Hipotecada,0,Pessoal,C,6500,14.26,1,0.26,S,2
0KARZ5Mq-nCWuJaUtGaAs-GSoOnNOlO3lj-K8Pz,26,40000,Hipotecada,10,"Melhora do lar",C,12000,13.49,0,0.3,N,2
0kdaAgyL-hLv0Pjp8zATw-mRxOTdcihUDZ-gA6C,23,95004,Hipotecada,4,Empreendimento,A,10000,7.51,0,0.11,N,4
0kDTKcpo-i4juUUl1rRq5-mPQz34tLA50o-gYMv,26,96000,Hipotecada,4,Empreendimento,B,11625,10,0,0.12,N,3
0KFWKCoQ-Dj2EE350e9j7-wTrEwD1zzzpf-3zSz,24,65000,Alugada,0,Educativo,B,14000,10.99,0,0.22,N,4
0KGPou9z-0CmCcgoO87iK-tJoy1QUkuY11-Mqn5,32,53000,Alugada,0,"Pagamento de débitos",B,5700,9.99,0,0.11,N,9
0KIhBZ9U-fDJpmk6xwOjP-0l3IIWaF8XmA-vcKC,21,25000,Alugada,0,"Pagamento de débitos",A,3800,8.59,0,0.15,N,2
0KLMitth-Phfp8Ar24wMv-gYDLKXfMuPeT-Tht3,32,30000,Própria,10,"Melhora do lar",A,17875,6.99,0,0.6,N,5
0ko0Ti1x-JWAhHTWnrJHK-bb0WhaUckD4T-5JAZ,22,49500,Alugada,0,Pessoal,C,9000,14.35,0,0.18,S,4
0kRnqsOW-i4SdZWrozkdF-JEIf0xgEMAO1-oJhF,31,86004,Própria,8,Empreendimento,B,2000,10.74,0,0.02,N,6
0krtbBYp-ArvBRpLizgnr-51YI6ATcnPKe-mxcy,39,80000,Hipotecada,18,Médico,C,5600,13.43,0,0.07,N,17
0KSAdz3s-AhG4X7kP7joF-7sQGchhqkDDu-ovWO,30,77000,Alugada,7,Pessoal,B,25000,10.75,1,0.32,N,8
0kSfsSqI-n9YHNDth9usS-0YTxZSwecl3t-gaQn,27,60000,Hipotecada,3,Pessoal,B,6000,11.48,0,0.1,N,10
0KuQ2QK7-cYK7Xq6wlKgJ-rRjkzFG7LP4P-J45Z,24,51000,Hipotecada,4,"Melhora do lar",A,8500,8.94,0,0.17,N,3
0kwMIhZ9-wFFvaxCiIJIf-SreTYjEsfakA-XdmK,22,30000,Hipotecada,6,Empreendimento,B,3000,11.49,0,0.1,N,2
0kZPkE71-rDtKJPQeFR0T-0YqrOXSy3owc-qUfg,28,50000,Alugada,0,Pessoal,C,10800,13.49,0,0.22,S,5
0l2apaoB-ZUxEM5GRqouw-MWZJsywBxMdY-FOnH,33,80000,Hipotecada,9,Empreendimento,B,6000,11.11,0,0.07,N,8
0L8It5WY-3xfB1lA23mCx-NBJIjBFUMl3U-JjCY,29,25000,Própria,5,Médico,C,10000,13.49,0,0.4,S,5
0l9QXx8k-gMbjFOg2fEbM-se5C5vsiYTzL-7Jfs,22,40000,Alugada,2,"Pagamento de débitos",B,12000,10.99,0,0.3,N,2
0LbYksNP-ehppQxYQC4pP-LTNA533zFsAY-lL3k,24,74337,Alugada,8,Pessoal,B,16000,11.86,0,0.22,N,3
0LfQY76v-IrtkqUJsw3cX-s4jikCfAAoK7-TSQR,26,70000,Alugada,5,Pessoal,C,4000,13.85,0,0.06,N,4
0lGoCTS9-fDS8ztp4tqma-v6zUsZBALn0Z-Us7Q,24,9960,Alugada,4,Empreendimento,A,1200,7.29,0,0.12,N,4
0lIO1RBb-nuRNauBIsfwh-FW9lM5DbUCmP-vvuz,26,122500,Alugada,1,"Melhora do lar",B,10000,10.65,0,0.08,N,2
0LLA4h62-FxpDDArwTcCo-UvP5HlptQ9QY-Fe2v,22,45000,Alugada,1,"Pagamento de débitos",C,20000,13.92,1,0.44,S,3
0LpyK6bh-Xgf7WaTHPZmn-bnHJcYdMOBuF-cWXh,26,156000,Hipotecada,2,"Melhora do lar",B,35000,10.65,0,0.22,N,4
0lqvMvSO-Q9gozq0xtQI8-gKRf9JhkiHuy-2pJ0,26,250000,Hipotecada,10,Educativo,A,15000,7.49,0,0.06,N,2
0LtbgPFH-8JKzWpixd51k-uHlBykDnMqRe-zUhN,30,138000,Alugada,0,Empreendimento,A,11000,7.49,0,0.08,N,10
0ltLhmfy-X6SCGWTO6yns-GW5qnXKu5OiT-QfcK,32,32004,Alugada,16,Médico,B,4000,11.49,0,0.12,N,9
0Lx5Skls-r8x8rI3yaHiP-qXlJQ3wxr68r-eadX,23,50000,Hipotecada,4,Empreendimento,E,15250,15.95,0,0.3,N,3
0LXJA6xD-SLfYdTeeRdLZ-fjdpmOAlXinu-D7Rn,33,51200,Alugada,1,Empreendimento,E,13075,16.7,1,0.26,S,8
0lyhzEiK-2P25aQLJp545-WBe2DktgykxN-7OMe,25,99473,Hipotecada,9,Pessoal,B,8500,11.58,0,0.09,N,2
0M0j8lYI-cOW6Th8F3wB3-mTRYjomPDsax-FhUw,22,59813,Hipotecada,6,Médico,E,20000,17.74,1,0.28,N,3
0MBDRUUe-OqOyY1lcrfh3-7nCUgqOKzlLb-0Wa4,23,16000,Hipotecada,1,"Pagamento de débitos",C,5600,12.84,1,0.35,S,2
0MBqAX4L-LLQgXLwloSxJ-2Y1EnzZH9Y2Z-sZCY,23,69000,Hipotecada,0,Educativo,B,8000,10.95,0,0.12,N,2
0MC0E0qu-YHYtk8KdHDEN-i4liaAPJmTnC-l117,35,130000,Hipotecada,15,"Melhora do lar",C,7000,13.98,0,0.05,S,5
0MdQ7hDz-jNY39ufNbMRg-sswneGAeMIsx-45Hi,23,97583,Hipotecada,7,Médico,D,6950,13.67,1,0.06,N,2
0mg5QCvx-XuzaQ5ax8QZv-4qmAGmeWoilv-AyW5,21,27996,Hipotecada,5,Educativo,A,10000,9.63,0,0.36,N,4
0MicLJxf-sK0KxhktTLm9-rxzjTEGNKikG-Xnpi,21,40800,Alugada,1,Pessoal,A,10400,9.32,0,0.25,N,3
0Mj95J3r-3lR2r9C1vR13-Zv5k6gsQifMB-OclG,23,54000,Hipotecada,7,Pessoal,A,2000,5.42,0,0.04,N,2
0MjYcuxF-8fHgS6vn9WrM-CSZ2wd4ZlZhx-XuQU,27,35000,Alugada,11,Médico,D,12500,15.65,1,0.36,S,8
0mKpnBxZ-e1YdAcygb8nd-gTC5E84gaYCk-XT1q,26,55000,Hipotecada,10,Empreendimento,A,12500,8.94,0,0.23,N,2
0MKXeGXU-3ZgqaFLodCyu-mMSKlRZ2vzMh-Xo8o,25,67000,Hipotecada,9,Pessoal,C,25000,10.91,1,0.37,N,3
0mNjAeL7-n1D3uU4CPBya-ducnywgRXLUY-IwBR,25,90000,Alugada,9,Educativo,B,10000,12.42,0,0.11,N,4
0MnyqsOp-MQLyibvgxCGS-DUTU1kSDn22T-NktU,23,58000,Hipotecada,7,Médico,C,7200,11.97,1,0.12,N,3
0mOs9gAp-ok0AlTmvjZFP-irNI95muMKRB-FfdP,26,92700,Hipotecada,6,Educativo,B,1500,9.63,0,0.02,N,2
0MOWl4Fw-lErzs6UwAGsR-jkRnelkayAb0-9JmY,22,60000,Hipotecada,4,Pessoal,C,3000,13.16,0,0.05,N,2
0mT2clqf-PaWR8oA8lDnj-tlEylxG5ho5u-DEet,22,36000,Alugada,2,Empreendimento,B,10000,11.14,0,0.28,N,3
0mT4Xfua-lOXYeUBBufvk-f58TSAnYLWM3-6xWr,33,14400,Alugada,2,Médico,B,3000,11.83,1,0.21,N,5
0MvyLa5x-wlrjewWt9tJY-tsmcmJQgNt9B-CQTu,24,50000,Alugada,3,"Melhora do lar",C,10000,14.27,0,0.2,S,4
0mXmTfEa-BiScG93ltKZ6-K9Rppa6aI9vy-GDjc,44,1440000,Hipotecada,7,"Pagamento de débitos",A,6400,7.4,0,0,N,15
0n07Qf8N-rYpuLQ4qWtQm-7hLMA6lnZ3et-4G3H,35,44000,Alugada,3,Pessoal,C,16000,13.99,1,0.36,S,8
0N521DSb-MKHultf6abbN-iMzMsDlOzlye-e6dl,22,40428,Alugada,4,Médico,B,16500,10.75,1,0.41,N,2
0N6q6gEk-W9ittuvkKc0R-mgvfFbDxE3Xz-zFZc,27,60000,Alugada,2,"Melhora do lar",B,2000,9.91,0,0.03,N,9
0N8iNAcR-zUoX71cAMCh3-3SyBwpijWDH2-m23l,28,140000,Alugada,0,"Pagamento de débitos",B,15000,11.26,0,0.11,N,5
0NcvDy4a-ra9lhA9PpqeO-xYEFxrPp1xs2-GOHF,32,55000,Hipotecada,16,Pessoal,C,7000,13.48,0,0.13,S,8
0NEe4UH5-Xkc2CDJt2LuT-8dUgATG3xYPS-xDR3,26,28000,Alugada,8,Educativo,D,6625,12.92,0,0.24,N,2
0nQ27e8s-oYfseO32PrJn-qudYnlKz6MOX-xEB2,22,33716,Própria,6,Educativo,A,13750,6.92,0,0.41,N,2
0nqDGkk2-R54vtuNXFWBS-W9Zhi9bgcjka-oSf2,42,37000,Alugada,0,Educativo,C,15200,14.26,1,0.41,S,16
0NUo1qwp-bP8DBou4wh7A-0NCB9Z8oxfzn-TlcL,23,32000,Alugada,0,Médico,C,8500,13.16,0,0.27,S,4
0nWADMbi-Khn82fiX2YQj-aa43qNED2DrS-HWfq,23,180000,Hipotecada,8,Pessoal,A,28000,7.51,0,0.16,N,3
0Nx9Bwhr-pA1LUc1odoym-UmulO1ofwz0I-6vbe,27,62900,Alugada,7,Médico,D,24250,15.31,1,0.33,N,6
0NXsyne8-02T6PjFkWBaQ-Lycigjf9SGiH-5dvC,23,29000,Alugada,7,Educativo,C,8000,12.73,1,0.28,N,3
0nZxveWM-g50mh167whHL-K4icPErSh6Gk-O7Ir,28,83135,Hipotecada,3,Educativo,C,8000,13.99,0,0.1,S,10
0o1hvrS9-DFvP3dDWsaUj-r35chkWWbjMi-5lYc,25,54000,Alugada,1,Pessoal,D,20000,15.65,1,0.37,S,3
0OCkBqCN-2dtWsrNMOZdJ-uMOT4FG0JvIw-f9yh,28,59004,Hipotecada,1,"Pagamento de débitos",A,8000,7.37,1,0.14,N,10
0ofPKLao-lgHljlrj7a4o-1mu7tzOJIkxD-8UEK,31,90400,Hipotecada,9,Médico,B,9500,10.37,0,0.11,N,6
0Okgww0I-dpNzBduS0aTQ-rYnZfOuJZWEX-9BIF,27,67000,Alugada,5,Pessoal,C,12000,13.23,0,0.18,S,7
0OnAw6JS-wE5Kl9rSFTv0-z88SBPwS9F0O-Au74,34,109200,Hipotecada,18,Educativo,C,6000,12.23,0,0.05,S,5
0OQfF0rG-U7rr862Qgxgx-AQJLQvppJUMH-QibU,28,125000,Hipotecada,13,Empreendimento,B,15000,10.25,0,0.12,N,7
0OqJRNii-GwFpo0QDRfil-G6xCo19Mytg7-mFsg,24,96000,Hipotecada,8,Empreendimento,A,4200,5.99,0,0.04,N,3
0OQYNC0A-ED5Yg86p9Fhb-XxpOxyZqXWso-ARWi,49,86400,Alugada,7,Pessoal,A,16875,7.51,0,0.2,N,14
0Oryhf8n-8IgFpTYcMedF-PU4URQeboLS2-N9w3,27,39996,Alugada,7,"Pagamento de débitos",D,2500,15.65,1,0.06,N,8
0ouNJK21-bqnU0ELM6xyP-MFYnKsxgd6bj-g9iQ,26,70000,Alugada,7,"Pagamento de débitos",C,20000,13.16,1,0.29,N,3
0oXvIbMX-tO1mtUupD2LK-OTefHsDWjjoa-hBj9,30,31000,Alugada,1,Médico,C,4800,13.43,0,0.15,S,5
0oZhzb62-t9IFylgzsX2k-4z44hWbfb81c-T6gi,25,118000,Hipotecada,8,"Melhora do lar",A,15000,7.88,0,0.13,N,4
0P0alTTC-8J4NATA8Rdy3-6Bj4z8xnJtZH-116n,25,65000,Hipotecada,0,Empreendimento,A,12000,7.9,0,0.18,N,4
0p0LdM3N-2QvH7hcpewH0-JFPUFcPC5zZY-UJYp,29,104000,Hipotecada,7,"Pagamento de débitos",A,35000,7.49,0,0.34,N,8
0P7cu5rJ-YYILNJsxr2ZP-sZ1aMo4I3g87-iHwb,25,74000,Alugada,0,Empreendimento,D,12000,14.11,1,0.16,S,2
0p9UlnlA-cz44IrPMWWOz-mwwZpcz3j4zh-FKNT,37,120000,Alugada,4,Empreendimento,C,20000,13.47,0,0.17,S,11
0PAPNDD3-sNbrULI4Ilf6-dXqedabl6mkn-QqfY,24,66996,Hipotecada,5,Educativo,B,10000,9.62,0,0.15,N,2
0PDUIBeU-XwQO1yuBYqXE-Tj6XUgBS6dhh-Jx3s,38,80000,Hipotecada,2,Médico,C,5000,13.85,0,0.06,N,15
0pKd7wNr-lZZHjsg3NuM9-FJG1HB8Xff9o-Eal7,24,35000,Alugada,4,Pessoal,D,14400,15.7,1,0.41,N,4
0PLHgFB6-mNXsZSFk9hKh-M1NES0QEH9uK-ZmEy,24,64000,Hipotecada,5,"Pagamento de débitos",A,5200,7.9,0,0.08,N,3
0PMoB3Cy-IH3YvX06rle0-9fmT83R9DgMB-A3iW,21,37232,Alugada,3,Médico,B,17500,12.53,1,0.47,N,2
0PnewT2s-g9AMUpZr4hyH-RFbAqSWIHG6h-rPaj,36,31000,Alugada,2,Médico,D,8000,14.11,1,0.26,N,12
0PNmucZp-1Gz5xNPH8NIr-dqW6DuKLmdl0-nymp,22,15996,Alugada,3,"Pagamento de débitos",C,4000,13.35,1,0.25,S,2
0POZyPIf-rqOBpS4JEQBE-nh3z44fIw9Cy-qH5C,25,80000,Hipotecada,7,"Melhora do lar",A,6000,7.9,0,0.07,N,3
0pQeb0Dw-oEtEWFhzhMxw-KuulHdXuXM2p-edma,22,29916,Alugada,1,Pessoal,D,6000,15.65,1,0.2,N,2
0pQYYw6t-ZFAY3lGp5kB3-ozKzBLikDpKm-pjjQ,22,32244,Alugada,2,Empreendimento,B,11100,12.21,1,0.34,N,3
0PtiPv5h-nd0L25W2g3n4-Uvqo0G2r0qyw-l9Eq,21,47580,Hipotecada,5,Educativo,A,14000,6.03,0,0.29,N,2
0PToSJBc-e91nXjoRPyCX-JdUUHmtBYg8r-9FTk,24,47500,Hipotecada,8,"Melhora do lar",A,7000,7.74,0,0.15,N,3
0pusz8P7-gdg8dYIJO7uC-M8SDq7ByEgvB-ThgW,36,58000,Alugada,18,Empreendimento,A,5000,6.62,0,0.09,N,16
0PvaIKbq-QeBjP9cU7TJ6-GMKSHgS5n36D-xjcL,22,45000,Hipotecada,6,Pessoal,A,5000,6.99,0,0.11,N,3
0PXUdtSf-HxeuONawgqKD-hvp91LOtm9ex-uCXU,27,42000,Alugada,1,Pessoal,B,5000,10.99,0,0.12,N,10
0PYCFomf-Yhjbb4kv3Yl7-y83EUzcy6mnK-LbZe,25,65004,Alugada,10,Médico,B,2500,10.08,0,0.04,N,2
0pYtRnYT-7sutIIv35de1-LwnaTzjaxh8P-QJzZ,22,23000,Hipotecada,2,"Pagamento de débitos",B,4800,10,0,0.21,N,4
0pZLTqXl-5zdRPx0XQYtR-dI7SGqUR0w5j-SFZW,23,46443,Alugada,7,Educativo,A,6000,7.9,0,0.13,N,4
0Q2vvNub-zB1kr39Jf2Kp-1XQs4p3ZQJns-j1nb,24,45000,Outros,8,Médico,A,7500,8.32,0,0.17,N,3
0Q3m8xtN-JvWUybeza8rm-cCyziKwkSy1O-oWPC,48,59000,Alugada,2,Educativo,A,6000,5.99,0,0.1,N,12
0q6y40b9-WZkL1PUmXnGd-3hq2NStfw0Dk-OiQT,44,76000,Hipotecada,3,"Melhora do lar",C,3600,14.79,0,0.05,S,12
0qC1wHcH-RbcdjZyKTkwa-tsM7kiLj9FcZ-AJ84,27,60000,Alugada,5,Empreendimento,C,4500,14.22,0,0.07,N,8
0qeINeIv-HolvurgbMrXT-mny9whu9BrqA-HPfA,36,36000,Alugada,20,Empreendimento,C,12375,14.27,1,0.34,N,16
0qGYLCfi-bGK8aOu7Sdu4-wSf6rPqIJTB7-suco,29,32000,Hipotecada,5,Médico,A,3100,7.51,1,0.1,N,5
0qH1mYXv-HiFDJ95fGY8u-k9H3FUXTci4p-OT4o,28,30000,Alugada,2,Pessoal,A,5200,5.42,0,0.17,N,7
0qhPOghk-GmF4GYEChkNE-JnNYKWyBDvg3-0R3y,27,31416,Própria,0,Empreendimento,B,8000,11.12,0,0.25,N,5
0qMBgxEz-llAGpyNowjBh-llaFW2S5EZxG-FjG8,31,93000,Hipotecada,10,Médico,A,3000,8.49,0,0.03,N,8
0qN6ltA8-WS2cWmkMH6uN-OKTDiSFeA9L1-yC4f,27,59004,Alugada,3,Educativo,D,10000,16.32,0,0.17,S,6
0QQFzz7r-eSqn7N1pvxcT-goNSRSovsvrp-ZrsE,25,120000,Hipotecada,5,"Melhora do lar",A,21000,7.9,0,0.17,N,2
0QRFMn2h-q1pBG9XWnAnd-DE8w6OqofsWh-KFg6,26,80004,Hipotecada,7,"Pagamento de débitos",C,7500,15.23,1,0.09,S,2
0QRRhGY1-r7aOcn2jb2YL-zK3yWywstkJw-JLGU,40,70000,Hipotecada,16,"Melhora do lar",A,12000,5.79,0,0.17,N,14
0qszBbW2-TeHKwfaRrQAo-UfAm1WfN9FyJ-en9a,34,39600,Hipotecada,14,Empreendimento,A,6000,5.99,0,0.15,N,5
0QUPzS2E-RMazAjeCGz6P-P9dONy3wvxId-RXm4,22,48000,Própria,6,Empreendimento,A,12000,6.03,0,0.25,N,3
0QxubeLP-3GjsbUFupvaZ-7dfFsHlU0ROX-M7dQ,37,54000,Alugada,2,Empreendimento,C,5500,13.23,1,0.1,S,12
0qywOpR7-riu2QgSfOfZq-QmIm9yX0q5tm-dM7p,29,60000,Alugada,6,Médico,A,4200,8.63,0,0.07,N,10
0r0WfDtb-7y0eNgPGeBeb-L3x8L5EiXpbZ-lTmZ,21,15300,Própria,5,Médico,A,2500,6.03,1,0.16,N,2
0r2EtCqq-RBbkIhXmupPe-n7CcFBchDFPL-hmYv,22,13200,Alugada,0,Empreendimento,B,2500,9.91,1,0.19,N,4
0RAaUcXc-1NFJF5DuNhBQ-R614R2Re6P1J-w8j9,35,30996,Alugada,18,Educativo,C,4200,14.79,0,0.14,S,6
0ragOsco-joIJpZFAkyYs-RkWMM59qsgkZ-oTBD,24,60500,Alugada,9,Educativo,D,12000,16.49,0,0.2,N,2
0rFoYLpj-4EQHSEMSgZk5-zhaRUCLJuwvf-XC8g,28,56056,Alugada,3,"Pagamento de débitos",B,5600,10.37,0,0.1,N,6
0rhZxxlW-axcCO818OxY6-4ewRA3FkNT2G-bOIA,26,44000,Alugada,5,Médico,C,4600,13.99,1,0.1,N,3
0RIettbD-5IWjH5Nusiz6-IfpaMnQcbkkE-NrRX,29,54000,Alugada,5,"Melhora do lar",C,10000,13.49,1,0.19,S,9
0RlC4sAJ-UgovduBYJMMe-k0jWf0Saua8D-0eZd,22,82000,Hipotecada,6,"Pagamento de débitos",C,10000,12.87,0,0.12,S,2
0RMANZYs-JjgcPuF7qes0-DKir3aWEJc8a-GRLZ,29,99000,Hipotecada,1,Pessoal,B,6000,10.25,0,0.06,N,6
0rraeeHG-d4nDda3r35cC-zj88MMLEqhJe-YC4r,28,65000,Hipotecada,5,Médico,C,4500,15.96,0,0.07,S,9
0rTT1m0A-WtyPKdfmNKkf-O4wmM0K2uLIY-9ySk,24,62800,Alugada,5,Pessoal,B,14000,12.69,0,0.22,N,2
0RvA5BaC-4m2gOqKhJr9R-0oYu6BeTyJme-xxgb,24,86376,Hipotecada,2,Médico,A,20000,7.29,0,0.23,N,3
0rX6mCm4-s8j1EQhgKkWH-s3OJp0z3xoDf-jdlG,32,63000,Alugada,11,Educativo,A,14000,6.91,0,0.22,N,5
0rYOTj6x-FHKx3QbvknXo-O2A6vrz7WYTB-4pHY,25,37000,Hipotecada,6,"Melhora do lar",D,7000,15.62,0,0.19,S,3
0SasnNdX-AX9N9KIDELZ1-4ka65KH8TqRY-IfCu,27,58000,Alugada,3,Empreendimento,B,13000,11.58,0,0.22,N,7
0Sdgf36Z-auBIlNlenObT-659Q0NQJMZa6-PqEk,22,30000,Própria,6,Educativo,A,2500,7.29,0,0.08,N,3
0SEFcvu7-9uHxdImrdO4c-Mth91nolMLM7-JKY4,32,131000,Hipotecada,2,"Pagamento de débitos",B,11200,10.25,0,0.09,N,5
0SEk4AOl-lAZ1YjAs2wc5-5fGO7YTnL5Sh-mlLf,32,37000,Hipotecada,11,"Melhora do lar",B,12000,11.86,0,0.32,N,9
0sFNCnPe-wY9DOKTtW4Fa-sJOUpGbsE4DN-P74x,22,42000,Alugada,0,Empreendimento,C,2500,13.92,0,0.06,S,3
0SHjkHAj-It6mhYWun3O1-LMLweuilzptx-E4qH,25,19000,Alugada,0,"Pagamento de débitos",C,750,12.29,0,0.04,S,4
0SID7OMF-lI8fhoE1mnWY-0sb9OX9o3ERi-L1sE,28,30000,Hipotecada,8,"Pagamento de débitos",A,3000,7.29,0,0.1,N,5
0siTwmIA-yhwCaK9Zt0R4-RZszw18BlJXI-Kccz,26,49200,Própria,11,"Melhora do lar",B,10750,11.11,0,0.22,N,3
